Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-01 16:10:56Z : PB = 422748160 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:56Z : PB = 422748160 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:56Z : PB = 422748160 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:56Z : PB = 422748160 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:56Z : PB = 422748160 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:56Z : PB = 422748160 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:56Z : PB = 422748160 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:56Z : PB = 421965824 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:56Z : PB = 421965824 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:56Z : PB = 421965824 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:56Z : PB = 421965824 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:56Z : PB = 421965824 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:56Z : PB = 421965824 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:56Z : PB = 421965824 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:56Z : PB = 421965824 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:56Z : PB = 421146624 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:56Z : PB = 421146624 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:56Z : PB = 421146624 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:56Z : PB = 421146624 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:56Z : PB = 421146624 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:56Z : PB = 421146624 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:56Z : PB = 421146624 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:56Z : PB = 421146624 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:56Z : PB = 423116800 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:56Z : PB = 423116800 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:56Z : PB = 423116800 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:56Z : PB = 423116800 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:56Z : PB = 423116800 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:56Z : PB = 423968768 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:56Z : PB = 423968768 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:56Z : PB = 423968768 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:56Z : PB = 426160128 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:56Z : PB = 426225664 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:56Z : PB = 426291200 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:56Z : PB = 426426368 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:56Z : PB = 426491904 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:56Z : PB = 426885120 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:56Z : PB = 426885120 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:56Z : PB = 426885120 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:56Z : PB = 432234496 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:56Z : PB = 432234496 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:56Z : PB = 432234496 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:56Z : PB = 432234496 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:56Z : PB = 432234496 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:56Z : PB = 432234496 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:56Z : PB = 432234496 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:56Z : PB = 432234496 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:56Z : PB = 435879936 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:56Z : PB = 435879936 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:56Z : PB = 435879936 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:56Z : PB = 435879936 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:56Z : PB = 435879936 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:56Z : PB = 435879936 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:56Z : PB = 435879936 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:56Z : PB = 435879936 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:57Z : PB = 439328768 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:57Z : PB = 439328768 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:57Z : PB = 439328768 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:57Z : PB = 439328768 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:57Z : PB = 439328768 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:57Z : PB = 437387264 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:57Z : PB = 437387264 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:57Z : PB = 437387264 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:57Z : PB = 442929152 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:57Z : PB = 442929152 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:57Z : PB = 442929152 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:57Z : PB = 442929152 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:57Z : PB = 442929152 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:57Z : PB = 442929152 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:57Z : PB = 442929152 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:57Z : PB = 442929152 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:57Z : PB = 449331200 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:57Z : PB = 449331200 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:57Z : PB = 449331200 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:57Z : PB = 449331200 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:57Z : PB = 449331200 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:57Z : PB = 449331200 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:57Z : PB = 449331200 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:57Z : PB = 449331200 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:57Z : PB = 455561216 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:57Z : PB = 455561216 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:57Z : PB = 455561216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:57Z : PB = 455561216 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:57Z : PB = 455561216 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:57Z : PB = 455561216 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:57Z : PB = 455561216 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:57Z : PB = 455561216 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:57Z : PB = 461688832 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:57Z : PB = 461688832 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:57Z : PB = 461688832 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:57Z : PB = 461688832 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:10:57Z : PB = 461688832 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:10:57Z : PB = 461688832 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:10:57Z : PB = 461688832 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:10:57Z : PB = 461688832 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:10:57Z : PB = 468029440 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:10:57Z : PB = 468029440 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:10:57Z : PB = 468029440 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:10:57Z : PB = 468029440 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-12-01 16:10:57Z : PB = 468029440 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-12-01 16:10:57Z : PB = 468029440 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-12-01 16:10:57Z : PB = 468029440 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-12-01 16:10:57Z : PB = 468029440 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-12-01 16:10:57Z : PB = 468029440 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-12-01 16:11:00Z : PB = 467886080 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-12-01 16:11:00Z : PB = 467886080 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-12-01 16:11:00Z : PB = 467886080 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-01 16:11:22Z : PB = 423407616 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-12-01 16:11:22Z : PB = 423436288 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-01 16:11:22Z : PB = 423436288 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 2])
2022-12-01 16:11:22Z : PB = 423440384 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 2], ignoreCache=True, settingsPath=<null>)
2022-12-01 16:11:22Z : PB = 423440384 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-12-01 16:11:22Z : PB = 423440384 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-12-01 16:11:22Z : PB = 423440384 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:11:22Z : PB = 423440384 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-12-01 16:11:22Z : PB = 423444480 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:11:22Z : PB = 423444480 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:11:22Z : PB = 423444480 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:11:22Z : PB = 423444480 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:11:22Z : PB = 423989248 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:11:22Z : PB = 423989248 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:11:22Z : PB = 423989248 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:11:22Z : PB = 423989248 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:11:22Z : PB = 423989248 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:11:22Z : PB = 423989248 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:11:22Z : PB = 423989248 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:11:22Z : PB = 423989248 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:11:22Z : PB = 427302912 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:11:22Z : PB = 427302912 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:11:22Z : PB = 427302912 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:11:22Z : PB = 427302912 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:11:22Z : PB = 427302912 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:11:22Z : PB = 426442752 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:11:22Z : PB = 426442752 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:11:22Z : PB = 426442752 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:11:23Z : PB = 429756416 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:11:23Z : PB = 429756416 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:11:23Z : PB = 429756416 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:11:23Z : PB = 429756416 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:11:23Z : PB = 429756416 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:11:23Z : PB = 429756416 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:11:23Z : PB = 429756416 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:11:23Z : PB = 429756416 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:11:23Z : PB = 433713152 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:11:23Z : PB = 433713152 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:11:23Z : PB = 433713152 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:11:23Z : PB = 433713152 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:11:23Z : PB = 433713152 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:11:23Z : PB = 433713152 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:11:23Z : PB = 433713152 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:11:23Z : PB = 433713152 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:11:23Z : PB = 437252096 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:11:23Z : PB = 437252096 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:11:23Z : PB = 437252096 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:11:23Z : PB = 437252096 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:11:23Z : PB = 437252096 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:11:23Z : PB = 437252096 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:11:23Z : PB = 437252096 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:11:23Z : PB = 437252096 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:11:23Z : PB = 440922112 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:11:23Z : PB = 440922112 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:11:23Z : PB = 440922112 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:11:23Z : PB = 440922112 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:11:23Z : PB = 440922112 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:11:23Z : PB = 440426496 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:11:23Z : PB = 440426496 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:11:23Z : PB = 440426496 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:11:23Z : PB = 444366848 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:11:23Z : PB = 444366848 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:11:23Z : PB = 444366848 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:11:23Z : PB = 444366848 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:11:23Z : PB = 444366848 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:11:23Z : PB = 444366848 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:11:23Z : PB = 444366848 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-01 16:11:23Z : PB = 444366848 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-01 16:11:23Z : PB = 447389696 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-01 16:11:23Z : PB = 447389696 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-01 16:11:23Z : PB = 447389696 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-01 16:11:23Z : PB = 447389696 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-01 16:11:23Z : PB = 447389696 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-01 16:11:23Z : PB = 447389696 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-01 16:11:23Z : PB = 447389696 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
